"name","Store Number","latitude","longitude","url","sales_52w_py","CV ENERGY BOOST Sales","CV EXOTIC INDULGENCE Sales","CV ACAI ENERGIZE PWR Sales","CV PASSION BLISS Sales","CV FIT & WELLNESS Sales","CV CHIA SUPREMACY Sales","street_address","city","state","zip_code","country","phone_number_1","poblacion (10km)","digital_audience_facebook","digital_audience_instagram","digital_audience_twitter","digital_audience_linkedin","reviews","positive","negative","total_sales","campoverde_sales","digital_audience","Str #","sales_52w","var","sales_mix","velocity_ty_cv","velocity_ly","velocity_var","Qty TY","Qty LY","VAR","segment","sales_tier","",""
"Upland Store","1483","34.105919","-117.678367","https://www.walmart.com/store/1992/upland-ca/details","11.54","0","0","41","45","40","40","1540 W Foothill Blvd","Upland","CA","91786","US","909-920-4021","69211","26577","17718","15919","19379","764","398","366","34682408","13040516","118227","1992","0","-100.00%","","0","0","0.00%","0","-1","-100.00%","","Quartz","",""
"Plattsburgh Supercenter","1484","44.692173","-73.486997","https://www.walmart.com/store/1994/plattsburgh-ny/details","5615.26","","","","","","","25 Consumer Sq","Plattsburgh","NY","12901","US","518-561-0195","85336","32769","21846","19627","23894","890","480","410","25853780","9762677","119087","1994","5,414.25","-3.58%","","107.99","103.19","4.65%","489","525","-6.86%","","Emerald","",""
"Brockport Supercenter","1485","43.196977","-77.927723","https://www.walmart.com/store/1993/brockport-ny/details","3880.7","0","7","18","0","0","0","6265 Brockport Spencerport Rd","Brockport","NY","14420","US","585-637-6331","103592","39779","26520","23826","29006","939","703","236","9674041","5969122","162835","1993","2,515.27","-35.19%","","74.63","48.37","54.29%","227","358","-36.59%","","Emerald","",""
"Chubbuck Supercenter","1486","42.90994","-112.463531","https://www.walmart.com/store/1995/chubbuck-id/details","4363.98","90","8","92","6","119","8","4240 Yellowstone Ave","Chubbuck","ID","83202","US","208-237-5090","147164","56511","37674","33848","41206","663","602","61","6288900","11387557","62338","1995","3,428.63","-21.43%","","83.66","65.94","26.89%","310","408","-24.02%","","Emerald","",""
"Skokie Supercenter","1487","42.012834","-87.719145","https://www.walmart.com/store/1998/skokie-il/details","1741.04","","","","","","","3626 Touhy Ave","Skokie","IL","60076","US","847-983-1409","114499","43968","29312","26335","32060","908","667","241","48252376","40529339","145125","1998","79.97","-95.41%","","33.48","0","100.00%","11","157","-92.99%","","Topaz","",""
"Latham Supercenter","1488","42.746495","-73.764381","https://www.walmart.com/store/1997/latham-ny/details","6055.5","201","10","194","213","286","23","800 Loudon Road","Latham","NY","12110","US","518-783-4086","103040","39567","26378","23699","28851","856","543","313","35417504","7314773","130014","1997","6,856.84","13.23%","","116.45","131.86","-11.69%","617","544","13.42%","","Diamond","",""
"Hallandale Beach Supercenter","1489","25.987873","-80.123894","https://www.walmart.com/store/1996/hallandale-beach-fl/details","10572.94","","","","","","","2551 E Hallandale Beach Blvd","Hallandale Beach","FL","33009","US","954-455-4700","73051","28052","18701","16802","20454","246","241","5","31411701","33570907","77822","1996","9,833.70","-6.99%","","203.33","189.11","7.52%","888","965","-7.98%","","Diamond","",""
"Gilroy Supercenter","1490","37.008583","-121.551183","https://www.walmart.com/store/2002/gilroy-ca/details","5107.38","0","0","0","0","0","0","7150 Camino Arroyo","Gilroy","CA","95020","US","408-848-8161","76808","29494","19663","17666","21506","932","580","352","30862788","18329980","58249","2002","4,387.28","-14.10%","","97","84.37","14.97%","376","405","-7.16%","","Emerald","",""
"North Brunswick Supercenter","1491","40.4618576","-74.4663322","https://www.walmart.com/store/2003/north-brunswick-nj/details","12247.84","0","0","0","0","0","0","979 Route #1 South","North Brunswick","NJ","8902","US","732-545-4499","82206","31567","21045","18907","23018","555","139","416","2121602","15702178","69246","2003","12,136.70","-0.91%","","235.54","233.4","0.92%","1096","1100","-0.36%","","Diamond","",""
"Kitty Hawk Supercenter","1492","36.09619","-75.720405","https://www.walmart.com/store/2000/kitty-hawk-nc/details","6029.72","0","0","150","141","121","222","5400 N Croatan Hwy Ste 100","Kitty Hawk","NC","27949","US","252-261-6011","145338","55810","37207","33428","40695","827","169","658","14812441","45110156","184722","2000","4,201.09","-30.33%","","115.96","80.79","43.53%","380","544","-30.15%","","Diamond","",""
"Fresno Supercenter","1493","36.738206","-119.721718","https://www.walmart.com/store/2001/fresno-ca/details","4775.92","68","0","52","48","67","0","5125 East Kings Canyon Rd","Fresno","CA","93727","US","559-252-9457","96860","37194","24796","22278","27121","475","169","306","31802930","25430349","79364","2001","5,369.54","12.43%","","91.84","103.26","-11.06%","466","434","7.37%","","Emerald","",""
"Kannapolis Supercenter","1494","35.46261","-80.594712","https://www.walmart.com/store/2005/kannapolis-nc/details","0","0","0","76","27","55","59","2420 Supercenter Dr Ne","Kannapolis","NC","28083","US","704-792-9800","112732","43289","28859","25928","31565","722","222","500","23893194","31288276","173193","2005","383.95","100.00%","","0","7.38","-100.00%","35","0","100.00%","","Quartz","",""
"Dubuque Supercenter","1495","42.487476","-90.736319","https://www.walmart.com/store/2004/dubuque-ia/details","258.29","0","4","8","43","5","0","4200 Dodge St","Dubuque","IA","52003","US","563-582-1003","119896","46040","30693","27576","33571","448","111","337","21831777","34468324","169121","2004","0","-100.00%","","4.97","0","100.00%","0","25","-100.00%","","Amethyst","",""
"North Oxford Supercenter","1496","42.170583","-71.878742","https://www.walmart.com/store/2012/north-oxford-ma/details","5482.42","0","0","0","0","0","0","742 Main St","North Oxford","MA","1537","US","508-987-1444","72016","27654","18436","16564","20164","322","212","110","37371102","2771753","114521","2012","5,780.38","5.43%","","103.83","110.13","-5.72%","529","507","4.34%","","Emerald","",""
"Waterville Supercenter","1497","44.568057","-69.644397","https://www.walmart.com/store/2013/waterville-me/details","3539.88","0","0","0","0","0","0","80 Waterville Commons Dr","Waterville","ME","4901","US","207-877-8774","98766","37926","25284","22716","27654","483","392","91","24778588","31471116","75603","2013","3,204.68","-9.47%","","68.07","61.03","11.55%","297","330","-10.00%","","Emerald","",""
"Fairfax Supercenter","1498","38.854186","-77.396567","https://www.walmart.com/store/2015/fairfax-va/details","6355.02","4","5","0","10","13","0","13059 Fair Lakes Parkway","Fairfax","VA","22033","US","703-631-9450","128384","49299","32866","29528","35948","664","188","476","40577058","31791183","111762","2015","6,009.72","-5.43%","","122.21","115.57","5.75%","543","573","-5.24%","","Diamond","",""
"Uniontown Supercenter","1499","39.91435","-79.756686","https://www.walmart.com/store/2019/uniontown-pa/details","4254.74","97","0","22","71","59","0","355 Walmart Dr","Uniontown","PA","15401","US","724-438-3344","78191","30025","20017","17984","21893","670","232","438","32633149","24725103","121635","2019","2,639.36","-37.97%","","81.82","50.76","61.20%","238","391","-39.13%","","Emerald","",""
"Raynham Supercenter","1500","41.904302","-71.032382","https://www.walmart.com/store/2021/raynham-ma/details","6630.04","","","","","","","36 Paramount Dr","Raynham","MA","2767","US","508-822-4900","131175","50371","33581","30170","36729","183","168","15","29439496","13916744","195552","2021","5,252.65","-20.77%","","127.02","101.01","25.74%","473","602","-21.43%","","Diamond","",""
"North Windham Supercenter","1501","41.740984","-72.174027","https://www.walmart.com/store/2022/north-windham-ct/details","6941.8","56","0","85","0","58","56","474 Boston Post Rd","North Windham","CT","6256","US","860-456-4399","118506","45506","30338","27256","33182","771","744","27","29261057","24572155","168909","2022","6,986.13","0.64%","","133.27","134.21","-0.70%","633","637","-0.63%","","Diamond","",""
"Tunkhannock Supercenter","1502","41.523981","-75.94744","https://www.walmart.com/store/2024/tunkhannock-pa/details","6892.36","105","0","103","72","118","0","808 Hunter Hwy","Tunkhannock","PA","18657","US","570-836-8064","122740","47132","31421","28230","34367","971","563","408","12478709","36446108","66897","2024","4,754.58","-31.02%","","132.55","91.43","44.96%","429","632","-32.12%","","Diamond","",""
"Ponce Supercenter","1503","18.133468","-66.637862","https://www.walmart.com/store/2026/ponce-pr/details","0","0","2","5","26","2","0","Intersection Pr-2 And Pr-52","Ponce","PR","728","PR","787-709-4026","109776","42154","28103","25248","30737","793","548","245","40978754","27815978","123512","2026","0","0.00%","","0","0","0.00%","0","0","0.00%","","Quartz","",""
"Lebanon Supercenter","1504","40.349975","-76.390243","https://www.walmart.com/store/2023/lebanon-pa/details","4837.98","0","0","3","31","2","0","1355 E Lehman St","Lebanon","PA","17046","US","717-228-1221","121004","46466","30977","27831","33881","972","825","147","39332152","21755326","159859","2023","3,478.78","-28.09%","","91.93","66.9","37.41%","314","441","-28.80%","","Emerald","",""
"Tracy Supercenter","1505","37.751554","-121.471986","https://www.walmart.com/store/2025/tracy-ca/details","3354.2","0","4","0","0","5","0","3010 W Grant Line Rd","Tracy","CA","95304","US","209-836-5786","110544","42449","28299","25425","30952","672","254","418","33513838","1058004","133564","2025","2,329.78","-30.54%","","64.5","44.8","43.97%","198","274","-27.74%","","Topaz","",""
"Lavale Supercenter","1506","39.624903","-78.835052","https://www.walmart.com/store/2027/lavale-md/details","5226.08","0","0","0","0","0","0","12500 Country Club Mall Rd","Lavale","MD","21502","US","301-729-5081","84197","32332","21554","19365","23575","164","119","45","5976007","8653328","122471","2027","4,387.87","-16.04%","","100.5","84.38","19.10%","395","480","-17.71%","","Emerald","",""
"Riverside Supercenter","1507","33.93707","-117.455339","https://www.walmart.com/store/2028/riverside-ca/details","6272.02","0","0","0","10","13","0","5200 Van Buren Blvd","Riverside","CA","92503","US","951-689-4595","115571","44379","29586","26581","32360","571","265","306","11011188","13737523","163204","2028","3,330.60","-46.90%","","120.62","64.05","88.32%","289","575","-49.74%","","Diamond","",""
"Sonora Supercenter","1508","37.971663","-120.365778","https://www.walmart.com/store/2030/sonora-ca/details","1906.28","0","8","8","0","0","0","1101 Sanguinetti Road","Sonora","CA","95370","US","209-533-2617","74972","28789","19193","17244","20992","403","399","4","41417010","29415144","113628","2030","3,105.26","62.90%","","35.36","59.72","-40.79%","266","151","76.16%","","Topaz","",""
"Mandan Supercenter","1509","46.846573","-100.903299","https://www.walmart.com/store/2033/mandan-nd/details","4401","","","","","","","1000 Old Red Trl Nw","Mandan","ND","58554","US","701-354-6961","77301","29684","19789","17779","21644","697","229","468","31229108","40644805","74485","2033","3,035.85","-31.02%","","84.63","58.38","44.97%","273","408","-33.09%","","Emerald","",""
"Oxnard Supercenter","1510","34.220106","-119.161569","https://www.walmart.com/store/2032/oxnard-ca/details","4369.52","0","3","8","56","15","0","2001 N Rose Ave","Oxnard","CA","93036","US","805-981-4884","53197","20428","13618","12235","14895","782","373","409","1385200","29484164","143566","2032","4,183.42","-4.26%","","82.7","80.45","2.79%","363","400","-9.25%","","Emerald","",""
"South Charleston Supercenter","1511","38.319613","-81.713949","https://www.walmart.com/store/2036/south-charleston-wv/details","256.68","170","133","274","283","274","226","2700 Mountaineer Blvd","South Charleston","WV","25309","US","304-746-1720","108211","41553","27702","24889","30299","263","101","162","12628592","13279065","68976","2036","275.96","7.51%","","4.94","5.31","-6.99%","25","24","4.17%","","Amethyst","",""
"Sterling Supercenter","1512","39.0227289","-77.4289212","https://www.walmart.com/store/2038/sterling-va/details","9702.78","46","0","49","0","8","54","45415 Dulles Crossing Plz","Sterling","VA","20166","US","571-434-9434","137549","52819","35213","31636","38514","195","179","16","25598969","43157693","89575","2038","8,546.36","-11.92%","","186.59","164.35","13.53%","772","885","-12.77%","","Diamond","",""
"Merced Store","1513","37.317972","-120.501967","https://www.walmart.com/store/2039/merced-ca/details","4570.68","39","43","108","66","107","70","3055 Loughborough Dr","Merced","CA","95348","US","209-384-1275","141653","54395","36263","32580","39663","518","276","242","1218743","4107258","178137","2039","2,638.78","-42.27%","","87.9","50.75","73.21%","229","415","-44.82%","","Emerald","",""
"Burlington Supercenter","1514","40.047499","-74.8427","https://www.walmart.com/store/2040/burlington-nj/details","12633.92","9","3","6","0","0","13","2106 Mount Holly Rd","Burlington","NJ","8016","US","609-386-8400","129992","49917","33278","29898","36398","408","103","305","28898934","22132525","106061","2040","11,217.35","-11.21%","","242.96","215.72","12.63%","1012","1144","-11.54%","","Diamond","",""
"Nottingham Supercenter","1515","39.379153","-76.510068","https://www.walmart.com/store/2045/nottingham-md/details","10354","0","2","39","0","86","81","8118 Perry Hills Ct","Nottingham","MD","21236","US","410-882-9815","54935","21095","14063","12635","15382","268","178","90","33736177","46319090","94988","2045","9,683.11","-6.48%","","199.12","186.21","6.93%","875","944","-7.31%","","Diamond","",""
"Pennsville Store","1516","39.612001","-75.504647","https://www.walmart.com/store/2041/pennsville-nj/details","0","","","","","","","709 S Broadway","Pennsville","NJ","8070","US","856-935-8200","95061","36503","24336","21864","26617","751","273","478","18258162","17963183","160579","2041","0","0.00%","","0","0","0.00%","0","0","0.00%","","Quartz","",""
"Augusta Supercenter","1517","44.343123","-69.789861","https://www.walmart.com/store/2046/augusta-me/details","3915.72","105","0","135","66","121","0","201 Civic Center Dr","Augusta","ME","4330","US","207-623-8223","149464","57394","38263","34377","41850","274","146","128","18146489","29665030","123556","2046","2,880.13","-26.45%","","75.3","55.39","35.96%","260","360","-27.78%","","Emerald","",""
"Fairfield Supercenter","1518","38.2790814","-122.0352432","https://www.walmart.com/store/2048/fairfield-ca/details","3779.48","0","0","0","0","0","0","2701 N Texas St","Fairfield","CA","94533","US","707-428-4792","142839","54850","36567","32853","39995","960","547","413","43468438","47084529","96342","2048","4,745.80","25.57%","","72.68","91.27","-20.36%","407","307","32.57%","","Emerald","",""
"Palmyra Supercenter","1519","44.837414","-69.294579","https://www.walmart.com/store/2047/palmyra-me/details","377.28","0","0","6","17","6","0","1573 Main St","Palmyra","ME","4965","US","207-368-2448","123477","47415","31610","28400","34574","683","193","490","40011204","28197363","66357","2047","1,861.77","100.00%","","6.44","35.8","-82.02%","168","33","100.00%","","Amethyst","",""
"Altoona Supercenter","1520","40.455457","-78.405524","https://www.walmart.com/store/2049/altoona-pa/details","5129.38","","","","","","","2600 Plank Road Commons","Altoona","PA","16601","US","814-949-8980","80857","31049","20699","18597","22640","147","111","36","7463565","7379136","77245","2049","3,037.70","-40.78%","","98.64","58.42","68.86%","274","492","-44.31%","","Emerald","",""
"Henderson Supercenter","1521","36.03882","-114.977327","https://www.walmart.com/store/2050/henderson-nv/details","8179.84","","","","","","","300 E Lake Mead Pkwy","Henderson","NV","89015","US","702-564-3665","138935","53351","35567","31955","38902","108","103","5","44578720","26809928","117996","2050","4,091.39","-49.98%","","156.56","78.68","98.98%","370","755","-50.99%","","Diamond","",""
"Kingman Supercenter","1522","35.222591","-114.032729","https://www.walmart.com/store/2051/kingman-az/details","4827.7","0","6","37","25","45","0","3396 Stockton Hill Rd","Kingman","AZ","86409","US","928-692-0555","135804","52149","34766","31235","38025","585","162","423","24632768","29667506","182101","2051","5,285.84","9.49%","","92.84","101.65","-8.67%","478","437","9.38%","","Emerald","",""
"Willows Supercenter","1523","39.525898","-122.21772","https://www.walmart.com/store/2053/willows-ca/details","3207.1","27","4","109","64","103","61","470 N Airport Rd","Willows","CA","95988","US","530-934-2054","88033","33805","22536","20248","24649","927","392","535","5640500","10947915","88111","2053","2,454.72","-23.46%","","61.68","47.21","30.65%","213","299","-28.76%","","Topaz","",""
"Saratoga Springs Supercenter","1524","43.10445","-73.749197","https://www.walmart.com/store/2056/saratoga-springs-ny/details","3603.04","174","5","184","12","243","113","16 Old Gick Rd","Saratoga Springs","NY","12866","US","518-581-8035","78367","30093","20062","18024","21943","129","119","10","10242155","30023242","92600","2056","3,259.81","-9.53%","","69.29","62.69","10.53%","293","330","-11.21%","","Emerald","",""
"Concord Supercenter","1525","43.227474","-71.479866","https://www.walmart.com/store/2055/concord-nh/details","2902.78","136","2","155","112","117","71","344 Loudon Rd","Concord","NH","3301","US","603-226-9312","64883","24915","16610","14923","18167","688","630","58","9757505","8331224","98069","2055","2,645.69","-8.86%","","53.9","50.64","6.44%","241","279","-13.62%","","Topaz","",""
"Greensburg Supercenter","1526","40.3089103","-79.5813259","https://www.walmart.com/store/2059/greensburg-pa/details","2774.52","","","","","","","2200 Greengate Centre Cir","Greensburg","PA","15601","US","724-830-2440","109154","41915","27943","25105","30563","500","473","27","45138897","22117912","72303","2059","1,546.63","-44.26%","","53.36","29.74","79.39%","140","258","-45.74%","","Topaz","",""
"Raleigh Supercenter","1527","35.837213","-78.607434","https://www.walmart.com/store/2058/raleigh-nc/details","6630.84","141","0","137","98","218","0","1725 New Hope Church Rd","Raleigh","NC","27609","US","919-790-6910","57693","22154","14769","13269","16154","394","260","134","11969614","30784167","99824","2058","4,175.59","-37.03%","","127.52","80.3","58.80%","377","610","-38.20%","","Diamond","",""
"Austintown Supercenter","1528","41.097454","-80.774023","https://www.walmart.com/store/2063/austintown-oh/details","496.22","0","0","0","0","0","0","6001 Mahoning Ave","Austintown","OH","44515","US","330-270-0001","53665","20607","13738","12343","15026","873","638","235","41444588","30060255","187151","2063","2,181.04","100.00%","","9.54","41.94","-77.25%","197","43","100.00%","","Amethyst","",""
"Milford Supercenter","1529","41.34997","-74.733605","https://www.walmart.com/store/2064/milford-pa/details","5695.98","126","7","162","25","161","116","220 Route 6 & 209","Milford","PA","18337","US","570-491-4940","89436","34343","22896","20570","25042","140","107","33","17556771","12174047","126395","2064","4,416.36","-22.47%","","109.54","84.93","28.97%","399","532","-25.00%","","Emerald","",""
"Knoxville Supercenter","1530","35.926448","-84.062859","https://www.walmart.com/store/2065/knoxville-tn/details","0","2","1","1","4","4","2","8445 Walbrook Dr","Knoxville","TN","37923","US","865-690-8986","70713","27154","18103","16264","19800","755","382","373","23914101","48036582","57649","2065","153.58","100.00%","","0","2.95","-100.00%","14","0","100.00%","","Quartz","",""
"Levittown Supercenter","1531","40.141962","-74.822463","https://www.walmart.com/store/2068/levittown-pa/details","11974.62","0","0","0","0","0","0","180 Levittown Ctr","Levittown","PA","19055","US","215-949-6600","92843","35652","23768","21354","25996","694","606","88","20381129","1966014","171708","2068","11,622.38","-2.94%","","230.28","223.51","3.03%","1048","1077","-2.69%","","Diamond","",""
"Houston Supercenter","1532","29.735485","-95.511692","https://www.walmart.com/store/2066/houston-tx/details","698.55","99","0","104","0","5","109","2727 Dunvale Rd","Houston","TX","77063","US","713-977-2099","58346","22405","14937","13420","16337","762","663","99","11062887","8201193","147081","2066","491.88","-29.59%","","13.43","9.46","42.02%","48","69","-30.43%","","Amethyst","",""
"Medford Supercenter","1533","42.310525","-122.856467","https://www.walmart.com/store/2069/medford-or/details","3990.14","92","0","120","0","15","115","1360 Center Dr","Medford","OR","97501","US","541-772-2060","137738","52891","35261","31680","38567","496","348","148","7356141","29848632","79056","2069","4,817.98","20.75%","","76.73","92.65","-17.18%","434","371","16.98%","","Emerald","",""
"Guayama Store","1534","17.980275","-66.095501","https://www.walmart.com/store/2072/guayama-pr/details","0","0","0","116","103","81","100","Ave Los Veteranos","Guayama","PR","784","PR","787-864-2039","116899","44889","29926","26887","32732","830","156","674","23046649","30842786","96834","2072","29.94","100.00%","","0","0","0.00%","3","0","100.00%","","Quartz","",""
"Cleveland Supercenter","1535","41.420513","-81.754117","https://www.walmart.com/store/2073/cleveland-oh/details","4754.7","","","","","","","10000 Brookpark Rd","Cleveland","OH","44130","US","216-741-7340","78934","30311","20207","18155","22102","695","385","310","44863245","2317907","53790","2073","6,525.74","37.25%","","91.44","125.5","-27.14%","589","435","35.40%","","Emerald","",""
"Marietta Supercenter","1536","39.40411","-81.418983","https://www.walmart.com/store/2078/marietta-oh/details","334.66","75","70","160","72","97","74","804 Pike St","Marietta","OH","45750","US","740-376-9030","110872","42575","28383","25501","31044","505","185","320","16618316","4572301","162486","2078","1,273.52","100.00%","","6.44","24.49","-73.72%","115","29","100.00%","","Amethyst","",""
"Lake Elsinore Store","1537","33.662186","-117.294445","https://www.walmart.com/store/2077/lake-elsinore-ca/details","4528.6","","","","","","","31700 Grape St","Lake Elsinore","CA","92532","US","951-245-5990","63788","24495","16330","14671","17861","370","121","249","41188035","38531921","113934","2077","5,392.80","19.08%","","87.09","103.71","-16.03%","468","410","14.15%","","Emerald","",""
"Clearwater Supercenter","1538","27.982801","-82.732518","https://www.walmart.com/store/2081/clearwater-fl/details","3837.51","","","","","","","23106 Us Highway 19 N","Clearwater","FL","33765","US","727-724-7777","133107","51113","34075","30615","37270","470","361","109","4695816","16459141","166485","2081","4,500.60","17.28%","","73.8","86.55","-14.73%","408","353","15.58%","","Emerald","",""
"Marquette Supercenter","1539","46.54749","-87.459933","https://www.walmart.com/store/2079/marquette-mi/details","2353.78","0","2","8","33","0","0","3225 Us Highway 41 W","Marquette","MI","49855","US","906-226-7982","85828","32958","21972","19740","24032","513","298","215","24130065","40033625","117103","2079","1,803.50","-23.38%","","45.27","34.68","30.51%","163","221","-26.24%","","Topaz","",""
"Cerritos Supercenter","1540","33.872491","-118.061727","https://www.walmart.com/store/2082/cerritos-ca/details","4802.16","","","","","","","12701 Towne Center Dr","Cerritos","CA","90703","US","562-924-1468","99552","38228","25485","22897","27875","385","186","199","4608283","31873781","77843","2082","5,471.62","13.94%","","92.35","105.22","-12.24%","475","426","11.50%","","Emerald","",""
"Morgantown Supercenter","1541","39.578766","-79.959297","https://www.walmart.com/store/2083/morgantown-wv/details","1246.3","170","6","203","0","219","130","75 Retail Circle","Morgantown","WV","26508","US","304-292-4786","88828","34110","22740","20430","24872","898","883","15","15249464","16566858","175521","2083","1,133.19","-9.08%","","23.97","21.79","9.98%","102","113","-9.73%","","Amethyst","",""
"Plano Supercenter","1542","33.024521","-96.827953","https://www.walmart.com/store/2086/plano-tx/details","1930.58","","","","","","","1700 Dallas Pkwy","Plano","TX","75093","US","972-931-9846","68718","26388","17592","15805","19241","645","421","224","33919761","14003786","99620","2086","39.62","-97.95%","","36.55","0.76","100.00%","4","175","-97.71%","","Topaz","",""
"Isabela Store","1543","18.467815","-67.022492","https://www.walmart.com/store/2085/isabela-pr/details","0","0","0","99","68","93","100","3535 Ave Militar Ste 193","Isabela","PR","662","PR","787-830-3030","109524","42057","28038","25191","30667","817","213","604","40618874","32018053","114615","2085","0","0.00%","","0","0","0.00%","0","0","0.00%","","Quartz","",""
"Bozeman Supercenter","1544","45.694689","-111.042147","https://www.walmart.com/store/2084/bozeman-mt/details","3206","0","9","71","54","52","0","1500 N 7th Ave","Bozeman","MT","59715","US","406-585-8788","53347","20485","13657","12270","14937","997","860","137","12150355","45654159","193178","2084","4,018.16","25.33%","","61.39","77.27","-20.55%","364","289","25.95%","","Topaz","",""
"Batavia Supercenter","1545","43.013638","-78.207967","https://www.walmart.com/store/2088/batavia-ny/details","4484.78","","","","","","","4133 Veterans Memorial Dr","Batavia","NY","14020","US","585-345-1050","106562","40920","27280","24509","29837","876","615","261","27163208","12761722","138292","2088","3,034.82","-32.33%","","86.25","57.97","48.77%","277","411","-32.60%","","Emerald","",""
"Bristol Supercenter","1546","36.634933","-82.124334","https://www.walmart.com/store/2089/bristol-va/details","0","","","","","","","13245 Lee Hwy","Bristol","VA","24202","US","276-466-0290","93518","35911","23941","21509","26185","541","488","53","49070635","27002667","101050","2089","142.61","100.00%","","0","2.74","-100.00%","13","0","100.00%","","Quartz","",""
"Doral Supercenter","1547","25.787081","-80.335317","https://www.walmart.com/store/2091/doral-fl/details","18301.86","0","0","0","0","0","0","8651 Nw 13th Ter","Doral","FL","33126","US","305-470-4510","96327","36990","24660","22155","26972","631","534","97","2645250","43108305","84575","2091","15,547.66","-15.05%","","351.96","298.99","17.71%","1403","1671","-16.04%","","Diamond","",""
"Utica Supercenter","1548","43.12345","-75.225657","https://www.walmart.com/store/2093/utica-ny/details","5169.8","","","","","","","710 Horatio St","Utica","NY","13502","US","315-738-1155","114914","44127","29418","26430","32176","768","675","93","5641756","39377074","185468","2093","4,035.26","-21.95%","","99.42","77.6","28.12%","364","483","-24.64%","","Emerald","",""
"Vista Supercenter","1549","33.172662","-117.216625","https://www.walmart.com/store/2094/vista-ca/details","4031.16","178","0","149","0","16","224","1800 University Dr","Vista","CA","92083","US","760-945-7995","77888","29909","19939","17914","21809","877","610","267","38727392","7524583","74081","2094","5,623.46","39.50%","","77.52","108.14","-28.32%","488","360","35.56%","","Emerald","",""
"Wareham Supercenter","1550","41.779032","-70.7467226","https://www.walmart.com/store/2095/wareham-ma/details","4708.22","","","","","","","15 Tobey Rd","Wareham","MA","2571","US","508-295-8890","130476","50103","33402","30009","36533","454","434","20","18053806","45181423","75087","2095","2,774.42","-41.07%","","90.54","53.35","69.70%","250","433","-42.26%","","Emerald","",""
"Hudson Supercenter","1551","42.278396","-73.750352","https://www.walmart.com/store/2097/hudson-ny/details","4721.24","0","3","68","0","82","64","460 Fairview Ave","Hudson","NY","12534","US","518-822-0160","141201","54221","36147","32476","39536","349","206","143","45475812","37241396","100495","2097","2,155.03","-54.35%","","90.79","41.33","100.00%","196","433","-54.73%","","Emerald","",""
"Warminster Supercenter","1552","40.194859","-75.080864","https://www.walmart.com/store/2096/warminster-pa/details","4105.04","8","4","0","10","12","0","100 E Street Rd","Warminster","PA","18974","US","215-442-5670","59511","22852","15235","13688","16663","286","238","48","26174255","39970233","199850","2096","2,787.24","-32.10%","","78.94","53.6","47.28%","255","381","-33.07%","","Emerald","",""
"Paso Robles Store","1553","35.612445","-120.681692","https://www.walmart.com/store/2099/paso-robles-ca/details","5543.16","","","","","","","180 Niblick Rd","Paso Robles","CA","93446","US","805-238-1212","77897","29912","19942","17916","21811","404","230","174","27229464","19375500","77671","2099","4,045.60","-27.02%","","106.6","77.8","37.02%","354","504","-29.76%","","Emerald","",""
"Columbus Supercenter","1554","40.06045","-82.913153","https://www.walmart.com/store/2098/columbus-oh/details","1561.62","0","0","150","117","138","179","3900 Morse Rd","Columbus","OH","43219","US","614-476-2070","106251","40800","27200","24438","29750","180","159","21","45115047","10286161","179377","2098","2,377.79","52.26%","","30.03","45.73","-34.32%","214","141","51.77%","","Topaz","",""
"Dallas Supercenter","1555","32.921859","-96.840429","https://www.walmart.com/store/2105/dallas-tx/details","4388.7","16","12","121","52","189","173","4122 Lbj Freeway","Dallas","TX","75244","US","972-980-2195","134560","51671","34447","30949","37677","200","162","38","24842101","9199420","75692","2105","405.22","-90.77%","","84.4","7.79","100.00%","50","405","-87.65%","","Emerald","",""
"Walpole Supercenter","1556","42.1419743","-71.2145984","https://www.walmart.com/store/2103/walpole-ma/details","9539.66","0","0","0","0","0","0","550 Providence Hwy","Walpole","MA","2081","US","508-668-4144","105289","40431","26954","24216","29481","363","352","11","10061362","39856158","150947","2103","8,081.63","-15.28%","","183.46","155.42","18.04%","730","871","-16.19%","","Diamond","",""
"Newburgh Supercenter","1557","41.497674","-74.074726","https://www.walmart.com/store/2104/newburgh-ny/details","8397.44","","","","","","","1201 Route 300","Newburgh","NY","12550","US","845-567-6007","82927","31844","21229","19073","23220","212","180","32","35094044","36515264","121024","2104","8,749.38","4.19%","","161.49","168.26","-4.02%","789","759","3.95%","","Diamond","",""
"Reno Supercenter","1558","39.5289638","-119.7817144","https://www.walmart.com/store/2106/reno-nv/details","3891.46","1","2","0","2","1","0","2425 E 2nd St","Reno","NV","89502","US","775-359-8200","128110","49194","32796","29465","35871","784","256","528","45454211","37931405","160721","2106","5,499.97","41.33%","","74.84","105.77","-29.25%","497","341","45.75%","","Emerald","",""
"Paramount Supercenter","1559","33.902464","-118.14535","https://www.walmart.com/store/2110/paramount-ca/details","5220.28","0","0","0","0","0","-2","14501 Lakewood Blvd","Paramount","CA","90723","US","562-531-8240","86716","33299","22199","19945","24280","964","888","76","20447572","25780178","181232","2110","5,439.16","4.19%","","100.39","104.6","-4.02%","472","481","-1.87%","","Emerald","",""
